Time,phi,theta,psi,f_x,f_y,f_z,w_x,w_y,w_z,
0,-1.08349645137787,2.04918551445007,-91.1745681762695,0,0,0,0,0,0, 
0.008333333333333,-1.08315920829773,2.04827046394348,-91.1746368408203,-0.356326013803482,-0.1959378272295,10.1578664779663,-0.257858484983444,-0.330423653125763,0.958318114280701, 
0.016666666666667,-1.08292734622955,2.04702496528625,-91.1741943359375,-0.35296419262886,-0.194085240364075,10.1605062484741,-0.270960211753845,-0.371291130781174,1.00366818904877, 
0.025,-1.08321666717529,2.0469274520874,-91.1746215820313,-0.360453218221664,-0.195544421672821,10.1384325027466,-0.330743789672852,-0.229490727186203,0.907384216785431, 
0.033333333333333,-1.08287060260773,2.04745507240295,-91.174446105957,-0.359573423862457,-0.182333126664162,10.1328392028809,-0.257653564214706,-0.158193498849869,0.971445441246033, 
0.041666666666667,-1.08221507072449,2.04668879508972,-91.173828125,-0.364258527755737,-0.184486120939255,10.1626377105713,-0.221742451190948,-0.312698602676392,1.02755343914032, 
0.05,-1.08272230625153,2.0462794303894,-91.1743240356445,-0.374958992004395,-0.177891060709953,10.1500988006592,-0.355986624956131,-0.267207682132721,0.890901505947113, 
0.058333333333333,-1.08268344402313,2.0462749004364,-91.1741790771484,-0.351412028074264,-0.210701301693916,10.152738571167,-0.294717401266098,-0.221486315131187,0.973994135856628, 
0.066666666666667,-1.082364320755,2.04588532447815,-91.1745147705078,-0.365302711725235,-0.191452845931053,10.1685886383057,-0.257999390363693,-0.266554534435272,0.910970211029053, 
0.075,-1.08222889900208,2.04669237136841,-91.1737747192383,-0.362899333238602,-0.193591624498367,10.1500196456909,-0.284266740083694,-0.123870432376862,1.04141068458557, 
0.083333333333333,-1.08238482475281,2.04595255851746,-91.1739654541016,-0.351862639188766,-0.18922846019268,10.160870552063,-0.315183103084564,-0.309445559978485,0.930116951465607, 
0.091666666666667,-1.08235287666321,2.04670834541321,-91.1737060546875,-0.352885663509369,-0.169901549816132,10.1537466049194,-0.295088738203049,-0.129595205187798,0.990067005157471, 
0.1,-1.08139753341675,2.04680013656616,-91.1732635498047,-0.358829528093338,-0.189400121569633,10.1406717300415,-0.18506284058094,-0.209831804037094,1.0036553144455, 
0.108333333333333,-1.08099377155304,2.0457239151001,-91.1724395751953,-0.354280322790146,-0.194700390100479,10.1389255523682,-0.254503011703491,-0.351043075323105,1.05654871463776, 
0.116666666666667,-1.08153223991394,2.04607033729553,-91.1724395751953,-0.368578642606735,-0.199528455734253,10.175498008728,-0.362339019775391,-0.178684920072556,0.952990472316742, 
0.125,-1.08093249797821,2.04616045951843,-91.1722183227539,-0.3540298640728,-0.191924959421158,10.1733951568604,-0.226352974772453,-0.21013917028904,0.978886365890503, 
0.133333333333333,-1.08127176761627,2.04502439498901,-91.172492980957,-0.362191528081894,-0.206066444516182,10.1470804214478,-0.337096124887466,-0.354539394378662,0.91555517911911, 
0.141666666666667,-1.0818532705307,2.0443708896637,-91.1712036132812,-0.335153609514236,-0.196681722998619,10.1313514709473,-0.37332746386528,-0.301633208990097,1.11576879024506, 
0.15,-1.08164501190186,2.0450336933136,-91.1708908081055,-0.354609340429306,-0.185780793428421,10.1132612228394,-0.274405241012573,-0.141057580709457,0.992180168628693, 
0.158333333333333,-1.08147966861725,2.04526877403259,-91.1712493896484,-0.373378396034241,-0.189464509487152,10.1228895187378,-0.27609583735466,-0.191159024834633,0.913774967193604, 
0.166666666666667,-1.08161187171936,2.04592108726501,-91.170768737793,-0.368450105190277,-0.183062702417374,10.1566934585571,-0.316924929618835,-0.143004268407822,1.01100659370422, 
0.175,-1.08158326148987,2.04527592658997,-91.1703186035156,-0.356798261404037,-0.1919896453619,10.1383676528931,-0.295818775892258,-0.299789011478424,1.0153865814209, 
0.183333333333333,-1.08112978935242,2.04507350921631,-91.1709136962891,-0.376675754785538,-0.201395317912102,10.1249351501465,-0.240568891167641,-0.241491004824638,0.880835056304931, 
0.191666666666667,-1.08015727996826,2.04463481903076,-91.171989440918,-0.377384006977081,-0.180630743503571,10.1684818267822,-0.177429795265198,-0.270153313875198,0.837521433830261, 
0.2,-1.08006310462952,2.04469108581543,-91.1726455688477,-0.366018116474152,-0.183406040072441,10.1394119262695,-0.284087479114533,-0.212572529911995,0.872766613960266, 
0.208333333333333,-1.07995009422302,2.04505205154419,-91.1724548339844,-0.356426149606705,-0.177490651607513,10.1456136703491,-0.28539377450943,-0.177122414112091,0.97506982088089, 
0.216666666666667,-1.08012318611145,2.04465699195862,-91.1728668212891,-0.353979885578156,-0.181160047650337,10.1624155044556,-0.31596440076828,-0.267399787902832,0.901160001754761, 
0.225,-1.07986724376678,2.0452082157135,-91.1728897094727,-0.384665578603745,-0.200608640909195,10.1233110427856,-0.267386972904205,-0.152302235364914,0.968487024307251, 
0.233333333333333,-1.08011627197266,2.04631781578064,-91.1730728149414,-0.37330687046051,-0.201645791530609,10.1408576965332,-0.327247440814972,-0.087318927049637,0.931961059570312, 
0.241666666666667,-1.07979559898376,2.0461962223053,-91.1726226806641,-0.366082638502121,-0.193949475884438,10.1440906524658,-0.261572569608688,-0.235446035861969,1.00414192676544, 
0.25,-1.07993113994598,2.04685831069946,-91.1724548339844,-0.366018295288086,-0.211903050541878,10.1640110015869,-0.314286649227142,-0.141646713018417,0.973251283168793, 
0.258333333333333,-1.07957541942596,2.04750537872314,-91.1724090576172,-0.361082673072815,-0.201781705021858,10.1602630615234,-0.255540400743484,-0.142530396580696,0.968499839305878, 
0.266666666666667,-1.07992243766785,2.04796528816223,-91.1716079711914,-0.358636170625687,-0.194886267185211,10.1619653701782,-0.34358936548233,-0.165826559066772,1.04804491996765, 
0.275,-1.07971107959747,2.04832696914673,-91.1709976196289,-0.36140438914299,-0.178277343511581,10.1702909469605,-0.274533361196518,-0.178710520267487,1.02704119682312, 
0.283333333333333,-1.07953667640686,2.04803824424744,-91.17041015625,-0.352148771286011,-0.187597617506981,10.1512069702148,-0.279656231403351,-0.255348294973373,1.0196897983551, 
