Time,phi,theta,psi,f_x,f_y,f_z,w_x,w_y,w_z,
0,-0.647122502326965,2.00225615501404,-40.1214447021484,0,0,0,0,0,0, 
0.008333333333333,-0.646730482578278,2.00261187553406,-40.1213531494141,-0.347326546907425,-0.121069401502609,9.92254161834717,2.11267495155334,0.36862725019455,0.819821894168854, 
0.016666666666667,-0.647015154361725,2.00186610221863,-40.1211585998535,-0.357404977083206,-0.094359427690506,9.92191028594971,2.03368067741394,0.238378882408142,0.806579530239105, 
0.025,-0.647252559661865,2.00105500221252,-40.121223449707,-0.344835817813873,-0.103907614946365,9.95840835571289,2.03667759895325,0.22657074034214,0.814929783344269, 
0.033333333333333,-0.646985173225403,2.0010941028595,-40.1216468811035,-0.35160756111145,-0.104412876069546,9.92186737060547,2.10268521308899,0.33430415391922,0.733886241912842, 
0.041666666666667,-0.647730946540833,2.0013473033905,-40.1222610473633,-0.348901301622391,-0.100830517709255,9.93117713928223,1.97930181026459,0.355922639369965,0.740827798843384, 
0.05,-0.647913157939911,2.00074338912964,-40.1221237182617,-0.350437641143799,-0.115015901625156,9.933837890625,2.04602670669556,0.255361139774322,0.801405429840088, 
0.058333333333333,-0.648164033889771,2.00055360794067,-40.1219711303711,-0.363735467195511,-0.112436443567276,9.91960906982422,2.03360366821289,0.301825284957886,0.840134084224701, 
0.066666666666667,-0.647836148738861,2.00063276290894,-40.1223831176758,-0.350233733654022,-0.09557244181633,9.92239475250244,2.11083054542541,0.337172955274582,0.738266229629517, 
0.075,-0.647407531738281,2.00049161911011,-40.1224212646484,-0.34640833735466,-0.085658729076386,9.90254592895508,2.11628651618958,0.309125393629074,0.796999752521515, 
0.083333333333333,-0.647301256656647,2.00017404556274,-40.1221923828125,-0.335512638092041,-0.082002714276314,9.94219493865967,2.08111834526062,0.288685292005539,0.81305992603302, 
0.091666666666667,-0.647306978702545,2.00030040740967,-40.1222267150879,-0.343691319227219,-0.094280675053597,9.94420337677002,2.06608247756958,0.34073331952095,0.789853274822235, 
0.1,-0.647059977054596,2.00016069412231,-40.1225090026856,-0.354972869157791,-0.093345694243908,9.94014167785645,2.09961152076721,0.311866104602814,0.75158566236496, 
0.108333333333333,-0.64752995967865,2.00041079521179,-40.123420715332,-0.360548108816147,-0.097873061895371,9.91058540344238,2.01288175582886,0.357075184583664,0.699844896793366, 
0.116666666666667,-0.647309124469757,1.99909675121307,-40.1243057250977,-0.33489328622818,-0.099389344453812,9.90322494506836,2.09968852996826,0.171064674854279,0.677944779396057, 
0.125,-0.647691249847412,1.99844932556152,-40.1244354248047,-0.349829405546188,-0.117389567196369,9.89351844787598,2.01931095123291,0.248240351676941,0.779863774776459, 
0.133333333333333,-0.64747554063797,1.99828243255615,-40.1249847412109,-0.334493845701218,-0.107653833925724,9.915846824646,2.09707570075989,0.307614177465439,0.720361888408661, 
0.141666666666667,-0.647323071956635,1.99794673919678,-40.1259269714356,-0.345847696065903,-0.109675049781799,9.93503856658936,2.08775234222412,0.287404507398605,0.698154389858246, 
0.15,-0.647102117538452,1.99756872653961,-40.1259536743164,-0.34246027469635,-0.113285139203072,9.9160623550415,2.09574413299561,0.28194871544838,0.782553315162659, 
0.158333333333333,-0.646905064582825,1.99737226963043,-40.1260147094727,-0.349958151578903,-0.120449066162109,9.93923664093018,2.08900690078735,0.30149233341217,0.799740374088287, 
0.166666666666667,-0.64676696062088,1.99782371520996,-40.1261787414551,-0.353911429643631,-0.092597827315331,9.92655563354492,2.08647155761719,0.381178200244904,0.766032159328461, 
